,0,1,2,3,4,5,6,7
20,"['22.22', '25.07', '26.78', '24.99', '20.70', '60.34', '30.13', '61.83', '36.85', '31.19', '38.10', '29.90', '24.80', 'PE Ratio']","['4.99', '6.26', '6.90', '7.65', '7.08', '11.88', '13.48', '19.26', '16.57', '12.28', '13.11', '12.32', '11.01', 'PB Ratio']","['2448.00', '2136.00', '3720.00', '2266.00', '2754.00', '3927.00', '4784.00', '1399.00', '5962.00', '4430.00', '4170.00', '5759.00', '6739.00', 'FCF']","['1267.00', '1206.00', '1186.00', '2037.00', '3477.00', '3474.00', '3470.00', '9409.00', '9882.00', '9420.00', '–', '–', '–', 'Total Debt']","['11081.00', '10824.00', '12707.00', '12258.00', '12407.00', '9812.00', '9040.00', '8055.00', '12767.00', '15281.00', '–', '–', '–', ""Sh' Equity""]","['14.98', '14.90', '16.29', '17.50', '19.00', '8.44', '17.42', '9.22', '16.58', '15.49', '12.20', '15.00', '16.60', 'ROA']","['23.04', '24.59', '27.82', '30.12', '34.38', '17.40', '42.74', '29.70', '55.01', '43.11', '32.30', '39.60', '44.80', 'ROE']","['Nike', 'Nike', 'Nike', 'Nike', 'Nike', 'Nike', 'Nike', 'Nike', 'Nike', 'Nike', 'Nike', 'Nike', 'Nike', 'Nike']"
21,"['15.09', '17.56', '14.58', '21.29', '25.82', '27.28', '37.43', '44.70', '37.52', '26.79', '29.90', '26.30', '23.10', 'PE Ratio']","['1.82', '1.95', '2.07', '2.36', '2.44', '2.56', '3.83', '4.30', '5.61', '3.95', '3.33', '3.02', '2.79', 'PB Ratio']","['3047.20', '3293.00', '3349.30', '2942.00', '2939.60', '3444.00', '3329.00', '5419.00', '7077.00', '7376.00', '8004.00', '8548.00', '9199.00', 'FCF']","['3436.70', '3401.50', '12025.20', '12269.20', '10522.40', '9741.00', '22526.00', '22178.00', '23272.00', '19677.00', '–', '–', '–', 'Total Debt']","['22451.40', '23449.80', '23764.00', '23076.80', '26367.80', '28214.00', '30271.00', '39766.00', '45167.00', '50082.00', '–', '–', '–', ""Sh' Equity""]","['7.97', '7.25', '7.88', '5.46', '5.42', '5.61', '5.35', '5.08', '7.87', '8.48', '8.58', '8.99', '9.48', 'ROA']","['12.98', '11.32', '14.22', '10.90', '10.08', '9.71', '10.34', '10.77', '15.99', '15.73', '13.80', '13.40', '13.60', 'ROE']","['Danaher', 'Danaher', 'Danaher', 'Danaher', 'Danaher', 'Danaher', 'Danaher', 'Danaher', 'Danaher', 'Danaher', 'Danaher', 'Danaher', 'Danaher', 'Danaher']"
22,"['11.49', '13.15', '12.91', '13.90', '14.86', '10.31', '13.25', '73.61', '9.58', '13.14', '11.30', '–', '–', 'PE Ratio']","['1.55', '1.73', '1.63', '1.61', '1.66', '1.27', '1.42', '0.76', '1.15', '0.98', '0.98', '–', '–', 'PB Ratio']","['58048.00', '17529.00', '15904.00', '1008.00', '18619.00', '36073.00', '6730.00', '2051.00', '(11525.00)', '27048.00', '0.00', '–', '–', 'FCF']","['152998.00', '183943.00', '199536.00', '381403.00', '368102.00', '381378.00', '373355.00', '271949.00', '211817.00', '226015.00', '–', '–', '–', 'Total Debt']","['171008.00', '185262.00', '193891.00', '200497.00', '208079.00', '197066.00', '187984.00', '185712.00', '190110.00', '181875.00', '–', '–', '–', ""Sh' Equity""]","['1.42', '1.36', '1.24', '1.10', '1.06', '1.08', '0.95', '0.09', '1.04', '0.63', '0.77', '–', '–', 'ROA']","['13.89', '13.60', '12.71', '11.72', '11.46', '11.60', '10.64', '1.08', '12.11', '7.26', '9.13', '–', '–', 'ROE']","['Wells Fargo', 'Wells Fargo', 'Wells Fargo', 'Wells Fargo', 'Wells Fargo', 'Wells Fargo', 'Wells Fargo', 'Wells Fargo', 'Wells Fargo', 'Wells Fargo', 'Wells Fargo', 'Wells Fargo', 'Wells Fargo', 'Wells Fargo']"
23,"['0.00', '86.90', '46.57', '33.91', '11.90', '18.76', '19.32', '47.99', '47.93', '67.17', '21.00', '15.10', '11.40', 'PE Ratio']","['1.59', '1.39', '1.92', '2.63', '2.36', '2.19', '2.33', '2.36', '2.09', '2.49', '2.63', '2.64', '2.60', 'PB Ratio']","['(861.00)', '(3071.00)', '(1245.00)', '(5891.00)', '(7234.00)', '(1769.00)', '(534.00)', '(3727.00)', '(7775.00)', '(520.00)', '13501.00', '16496.00', '17610.00', 'FCF']","['22441.00', '24394.00', '28719.00', '30407.00', '30909.00', '30104.00', '31795.00', '80528.00', '82999.00', '72100.00', '–', '–', '–', 'Total Debt']","['14245.00', '15663.00', '16557.00', '18236.00', '22559.00', '24718.00', '28789.00', '65344.00', '69102.00', '69656.00', '–', '–', '–', ""Sh' Equity""]","['0.08', '0.46', '1.14', '2.19', '6.57', '4.04', '4.35', '2.13', '1.49', '1.24', '4.01', '5.31', '5.99', 'ROA']","['0.34', '1.65', '4.21', '8.08', '21.97', '12.22', '12.96', '6.51', '4.50', '3.73', '12.60', '17.90', '23.40', 'ROE']","['T-Mobile US', 'T-Mobile US', 'T-Mobile US', 'T-Mobile US', 'T-Mobile US', 'T-Mobile US', 'T-Mobile US', 'T-Mobile US', 'T-Mobile US', 'T-Mobile US', 'T-Mobile US', 'T-Mobile US', 'T-Mobile US', 'T-Mobile US']"
24,"['23.66', '30.21', '15.38', '41.99', '226.12', '54.38', '42.17', '43.80', '35.72', '28.03', '30.50', '26.50', '23.20', 'PE Ratio']","['2.36', '3.15', '3.15', '2.78', '3.29', '4.14', '4.91', '5.88', '6.93', '5.35', '4.36', '4.01', '4.70', 'PB Ratio']","['2179.00', '2598.00', '1856.00', '2082.00', '4435.00', '4906.00', '4498.00', '5724.00', '8648.00', '7804.00', '8573.00', '8988.00', '9508.00', 'FCF']","['3397.00', '3448.00', '5874.00', '20684.00', '27718.00', '19366.00', '17938.00', '18534.00', '18050.00', '16773.00', '–', '–', '–', 'Total Debt']","['25267.00', '21639.00', '21326.00', '20717.00', '31098.00', '30722.00', '31301.00', '33003.00', '36024.00', '36905.00', '–', '–', '–', ""Sh' Equity""]","['4.68', '5.43', '10.73', '2.98', '0.74', '3.30', '5.46', '6.40', '9.57', '9.27', '8.70', '9.50', '10.80', 'ROA']","['9.89', '9.74', '20.59', '6.66', '1.84', '7.66', '11.89', '13.98', '20.49', '19.01', '19.60', '19.50', '22.10', 'ROE']","['Abbott Laboratories', 'Abbott Laboratories', 'Abbott Laboratories', 'Abbott Laboratories', 'Abbott Laboratories', 'Abbott Laboratories', 'Abbott Laboratories', 'Abbott Laboratories', 'Abbott Laboratories', 'Abbott Laboratories', 'Abbott Laboratories', 'Abbott Laboratories', 'Abbott Laboratories', 'Abbott Laboratories']"
25,"['21.78', '12.72', '10.75', '14.40', '16.57', '8.26', '9.72', '10.51', '12.09', '13.96', '13.50', '11.90', '–', 'PE Ratio']","['0.91', '1.13', '0.88', '1.14', '1.33', '0.93', '1.11', '1.17', '1.74', '1.55', '1.72', '1.66', '–', 'PB Ratio']","['33693.00', '94.00', '(5836.00)', '4107.00', '(6134.00)', '5440.00', '38947.00', '(26675.00)', '31663.00', '–', '0.00', '–', '–', 'FCF']","['153575.00', '152772.00', '153768.00', '264685.00', '290021.00', '279604.00', '286168.00', '316581.00', '318837.00', '252777.00', '–', '–', '–', 'Total Debt']","['69030.00', '72104.00', '76184.00', '77177.00', '78466.00', '81406.00', '82697.00', '103149.00', '106598.00', '100141.00', '–', '–', '–', ""Sh' Equity""]","['0.33', '0.39', '0.71', '0.69', '0.67', '0.96', '0.97', '1.04', '1.26', '1.77', '1.04', '1.07', '–', 'ROA']","['4.09', '4.78', '8.42', '7.96', '8.01', '11.51', '11.58', '12.49', '15.11', '11.08', '13.00', '14.40', '–', 'ROE']","['Morgan Stanley', 'Morgan Stanley', 'Morgan Stanley', 'Morgan Stanley', 'Morgan Stanley', 'Morgan Stanley', 'Morgan Stanley', 'Morgan Stanley', 'Morgan Stanley', 'Morgan Stanley', 'Morgan Stanley', 'Morgan Stanley', 'Morgan Stanley', 'Morgan Stanley']"
26,"['12.25', '18.56', '10.55', '16.95', '7.25', '14.91', '13.18', '13.66', '9.75', '7.93', '8.33', '8.15', '7.85', 'PE Ratio']","['1.48', '13.59', '10.58', '9.27', '4.89', '4.24', '4.04', '3.51', '2.64', '1.85', '1.58', '1.43', '1.27', 'PB Ratio']","['23745.00', '15453.00', '11310.00', '4096.00', '6488.00', '16252.00', '16909.00', '19680.00', '(28343.00)', '10401.00', '17377.00', '19509.00', '20413.00', 'FCF']","['93591.00', '113271.00', '109729.00', '108078.00', '117095.00', '113063.00', '133143.00', '150547.00', '177930.00', '176331.00', '–', '–', '–', 'Total Debt']","['95416.00', '13676.00', '17842.00', '24032.00', '44687.00', '53145.00', '61395.00', '67842.00', '81790.00', '91144.00', '–', '–', '–', ""Sh' Equity""]","['4.61', '3.80', '7.50', '5.38', '12.01', '5.95', '6.92', '5.85', '6.46', '5.70', '5.03', '4.90', '4.80', 'ROA']","['12.71', '17.65', '113.45', '62.70', '87.61', '31.74', '33.64', '27.55', '29.49', '24.58', '20.50', '18.70', '17.50', 'ROE']","['Verizon', 'Verizon', 'Verizon', 'Verizon', 'Verizon', 'Verizon', 'Verizon', 'Verizon', 'Verizon', 'Verizon', 'Verizon', 'Verizon', 'Verizon', 'Verizon']"
27,"['0.00', '0.00', '0.00', '0.00', '282.50', '670.06', '102.68', '792.65', '50.88', '152.05', '–', '–', '–', 'PE Ratio']","['10.49', '11.91', '8.99', '9.05', '7.26', '7.85', '7.31', '4.46', '5.00', '3.82', '–', '–', '–', 'PB Ratio']","['561.30', '576.36', '890.99', '1387.61', '1698.00', '2204.00', '2803.00', '3688.00', '4091.00', '5283.00', '–', '–', '–', 'FCF']","['521.28', '1874.09', '1370.69', '1286.10', '2028.39', '1720.00', '3376.00', '3476.00', '3474.00', '11392.00', '–', '–', '–', 'Total Debt']","['2317.63', '3038.51', '3975.18', '5002.87', '7500.13', '10376.00', '15605.00', '33885.00', '41493.00', '58131.00', '–', '–', '–', ""Sh' Equity""]","['(5.58)', '(3.16)', '(2.65)', '(0.40)', '2.13', '1.82', '4.21', '0.29', '6.71', '1.79', '–', '–', '–', 'ROA']","['(13.85)', '(8.67)', '(7.49)', '(1.06)', '5.17', '4.03', '8.54', '0.51', '10.80', '2.90', '–', '–', '–', 'ROE']","['Salesforce', 'Salesforce', 'Salesforce', 'Salesforce', 'Salesforce', 'Salesforce', 'Salesforce', 'Salesforce', 'Salesforce', 'Salesforce', 'Salesforce', 'Salesforce', 'Salesforce', 'Salesforce']"
28,"['20.30', '18.13', '17.42', '19.34', '8.61', '13.51', '15.89', '22.98', '16.61', '29.89', '11.40', '9.96', '9.31', 'PE Ratio']","['2.67', '2.82', '2.60', '2.96', '2.78', '2.15', '2.44', '2.61', '2.37', '1.92', '1.84', '1.70', '1.69', 'PB Ratio']","['4651.00', '8360.00', '9438.00', '8554.00', '9617.00', '12128.00', '12153.00', '11146.00', '16113.00', '12316.00', '12971.00', '14348.00', '16287.00', 'FCF']","['47847.00', '48081.00', '52621.00', '61046.00', '64556.00', '111743.00', '107383.00', '108928.00', '100020.00', '99983.00', '–', '–', '–', 'Total Debt']","['51058.00', '53068.00', '53978.00', '56174.00', '69459.00', '72502.00', '83874.00', '91738.00', '97490.00', '81627.00', '–', '–', '–', ""Sh' Equity""]","['4.21', '5.27', '5.01', '5.00', '12.36', '5.34', '5.07', '3.92', '5.15', '2.01', '5.45', '5.75', '6.06', 'ROA']","['13.52', '16.10', '15.25', '15.76', '36.19', '16.53', '16.70', '12.00', '14.97', '6.00', '18.30', '18.50', '18.80', 'ROE']","['Comcast', 'Comcast', 'Comcast', 'Comcast', 'Comcast', 'Comcast', 'Comcast', 'Comcast', 'Comcast', 'Comcast', 'Comcast', 'Comcast', 'Comcast', 'Comcast']"
29,"['22.55', '33.59', '17.85', '29.74', '21.97', '17.67', '22.91', '102.06', '14.53', '13.22', '15.60', '14.60', '13.30', 'PE Ratio']","['15.22', '47.19', '34.81', '236.87', '105.19', '27.81', '30.81', '218.24', '13.13', '7.67', '6.77', '6.19', '4.38', 'PB Ratio']","['5343.00', '3451.00', '5077.00', '3596.00', '(3724.00)', '6465.00', '2324.00', '5087.00', '11685.00', '9347.00', '8173.00', '8712.00', '9096.00', 'FCF']","['10872.00', '10779.00', '14334.00', '16075.00', '24289.00', '22736.00', '25238.00', '24654.00', '21915.00', '19662.00', '–', '–', '–', 'Total Debt']","['6488.00', '2158.00', '2491.00', '429.00', '1024.00', '3037.00', '3283.00', '669.00', '14269.00', '19803.00', '–', '–', '–', ""Sh' Equity""]","['11.65', '8.46', '13.14', '8.70', '11.41', '10.02', '8.23', '2.23', '19.56', '16.44', '13.60', '16.10', '14.30', 'ROA']","['77.93', '70.14', '208.39', '234.38', '675.15', '235.95', '140.51', '67.97', '172.58', '67.79', '45.10', '49.70', '36.10', 'ROE']","['United Parcel Service', 'United Parcel Service', 'United Parcel Service', 'United Parcel Service', 'United Parcel Service', 'United Parcel Service', 'United Parcel Service', 'United Parcel Service', 'United Parcel Service', 'United Parcel Service', 'United Parcel Service', 'United Parcel Service', 'United Parcel Service', 'United Parcel Service']"
30,"['22.75', '20.57', '19.44', '21.83', '28.61', '16.43', '23.98', '26.95', '22.44', '17.11', '22.50', '20.20', '19.60', 'PE Ratio']","['4.46', '5.48', '5.68', '7.05', '10.12', '10.19', '13.48', '16.45', '13.05', '10.26', '9.83', '8.69', '7.61', 'PB Ratio']","['2993.00', '3811.00', '3956.00', '4083.00', '4708.00', '6067.00', '5832.00', '5494.00', '6369.00', '5926.00', '4361.00', '5841.00', '6744.00', 'FCF']","['5158.00', '4631.00', '4120.00', '3609.00', '4077.00', '5068.00', '5803.00', '6798.00', '7741.00', '8735.00', '–', '–', '–', 'Total Debt']","['10807.00', '10390.00', '9946.00', '10473.00', '10337.00', '8994.00', '8907.00', '9187.00', '13333.00', '14577.00', '–', '–', '–', ""Sh' Equity""]","['10.91', '15.30', '17.77', '22.01', '21.41', '31.84', '28.36', '29.80', '35.14', '33.57', '25.40', '25.30', '28.60', 'ROA']","['19.52', '26.20', '29.37', '35.21', '35.06', '57.29', '55.70', '61.55', '68.70', '62.41', '45.90', '44.20', '42.00', 'ROE']","['Texas Instruments', 'Texas Instruments', 'Texas Instruments', 'Texas Instruments', 'Texas Instruments', 'Texas Instruments', 'Texas Instruments', 'Texas Instruments', 'Texas Instruments', 'Texas Instruments', 'Texas Instruments', 'Texas Instruments', 'Texas Instruments', 'Texas Instruments']"
31,"['16.56', '17.11', '19.89', '20.36', '26.97', '13.14', '18.42', '16.01', '16.30', '17.41', '13.30', '–', '–', 'PE Ratio']","['0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '(12.86)', '–', '–', 'PB Ratio']","['8935.00', '6586.00', '6905.00', '6905.00', '7364.00', '8042.00', '9238.00', '9210.00', '11219.00', '9726.00', '10947.00', '–', '–', 'FCF']","['27678.00', '29455.00', '28480.00', '29067.00', '34339.00', '31759.00', '31045.00', '31536.00', '27806.00', '43123.00', '–', '–', '–', 'Total Debt']","['(6274.00)', '(11203.00)', '(11476.00)', '(10900.00)', '(10230.00)', '(10739.00)', '(9599.00)', '(10631.00)', '(8208.00)', '(6311.00)', '–', '–', '–', ""Sh' Equity""]","['22.50', '20.34', '19.81', '19.63', '15.09', '19.08', '17.34', '18.33', '21.10', '17.53', '24.20', '–', '–', 'ROA']","['(180.97)', '(85.36)', '(60.40)', '(62.10)', '(56.99)', '(75.30)', '(70.49)', '(79.45)', '(96.43)', '(124.31)', '37.00', '–', '–', 'ROE']","['Philip Morris', 'Philip Morris', 'Philip Morris', 'Philip Morris', 'Philip Morris', 'Philip Morris', 'Philip Morris', 'Philip Morris', 'Philip Morris', 'Philip Morris', 'Philip Morris', 'Philip Morris', 'Philip Morris', 'Philip Morris']"
32,"['33.33', '31.45', '31.66', '30.23', '31.56', '16.81', '17.75', '25.02', '29.61', '23.28', '16.90', '14.60', '–', 'PE Ratio']","['3.51', '3.60', '3.63', '3.90', '4.38', '3.13', '3.29', '1.57', '3.43', '4.17', '3.11', '2.86', '–', 'PB Ratio']","['1407.00', '1948.00', '980.00', '3257.00', '(1239.00)', '11886.00', '8617.00', '6221.00', '1202.00', '–', '6253.00', '15768.00', '–', 'FCF']","['1903.00', '1899.00', '2877.00', '3134.00', '20661.00', '6886.00', '8258.00', '15616.00', '24996.00', '–', '–', '–', '–', 'Total Debt']","['10381.00', '11803.00', '13402.00', '16421.00', '18525.00', '20670.00', '21745.00', '56060.00', '56261.00', '–', '–', '–', '–', ""Sh' Equity""]","['0.73', '0.85', '0.81', '0.86', '0.93', '1.23', '1.19', '0.72', '0.88', '1.99', '1.10', '1.40', '–', 'ROA']","['11.08', '12.34', '11.93', '13.65', '14.85', '19.81', '19.15', '9.05', '11.33', '0.00', '21.60', '22.70', '–', 'ROE']","['Charles Schwab', 'Charles Schwab', 'Charles Schwab', 'Charles Schwab', 'Charles Schwab', 'Charles Schwab', 'Charles Schwab', 'Charles Schwab', 'Charles Schwab', 'Charles Schwab', 'Charles Schwab', 'Charles Schwab', 'Charles Schwab', 'Charles Schwab']"
33,"['99.58', '144.61', '72.02', '43.75', '52.75', '47.52', '49.88', '43.74', '66.32', '34.05', '31.50', '27.20', '23.60', 'PE Ratio']","['4.23', '5.42', '6.52', '6.90', '10.59', '13.16', '13.97', '17.35', '21.59', '11.54', '9.08', '7.31', '6.08', 'PB Ratio']","['987.59', '1139.15', '1342.35', '1995.92', '2734.73', '3762.00', '4027.00', '5308.00', '6882.00', '7396.00', '7951.00', '8968.00', '9891.00', 'FCF']","['1513.97', '1514.32', '1907.23', '1892.20', '1881.42', '4124.80', '4138.00', '4209.00', '4220.00', '4129.00', '–', '–', '–', 'Total Debt']","['6724.63', '6775.90', '7001.58', '7424.84', '8459.87', '9362.11', '10530.00', '13264.00', '14797.00', '14051.00', '–', '–', '–', ""Sh' Equity""]","['2.84', '2.54', '5.59', '9.57', '12.44', '15.56', '14.93', '23.35', '18.72', '17.48', '20.00', '19.10', '15.60', 'ROA']","['4.33', '3.98', '9.14', '16.20', '21.33', '29.08', '29.67', '44.21', '34.37', '32.97', '46.10', '44.10', '36.80', 'ROE']","['Adobe', 'Adobe', 'Adobe', 'Adobe', 'Adobe', 'Adobe', 'Adobe', 'Adobe', 'Adobe', 'Adobe', 'Adobe', 'Adobe', 'Adobe', 'Adobe']"
34,"['11.26', '10.44', '6.89', '11.32', '13.98', '10.12', '14.57', '0.00', '33.36', '28.64', '23.50', '20.00', '16.70', 'PE Ratio']","['1.94', '2.00', '1.83', '1.96', '2.03', '1.32', '1.82', '1.31', '1.73', '2.01', '1.99', '1.92', '1.82', 'PB Ratio']","['5023.00', '4792.00', '4666.00', '4325.00', '3237.00', '803.00', '3602.00', '2227.00', '4700.00', '4393.00', '4844.00', '6681.00', '8510.00', 'FCF']","['20241.00', '19701.00', '20425.00', '23901.00', '27485.00', '45537.00', '43252.00', '31823.00', '31485.00', '31914.00', '–', '–', '–', 'Total Debt']","['33219.00', '32564.00', '28844.00', '29169.00', '31421.00', '40610.00', '44231.00', '73852.00', '74664.00', '74178.00', '–', '–', '–', ""Sh' Equity""]","['6.36', '6.84', '8.52', '5.71', '4.88', '4.56', '4.04', '(2.33)', '2.39', '3.25', '4.10', '4.60', '5.10', 'ROA']","['18.98', '18.91', '24.78', '17.43', '15.03', '14.63', '13.05', '(5.96)', '5.20', '6.98', '10.20', '12.00', '13.50', 'ROE']","['Raytheon Technologies', 'Raytheon Technologies', 'Raytheon Technologies', 'Raytheon Technologies', 'Raytheon Technologies', 'Raytheon Technologies', 'Raytheon Technologies', 'Raytheon Technologies', 'Raytheon Technologies', 'Raytheon Technologies', 'Raytheon Technologies', 'Raytheon Technologies', 'Raytheon Technologies', 'Raytheon Technologies']"
35,"['19.16', '18.98', '17.11', '19.12', '13.62', '12.46', '31.17', '51.87', '51.58', '40.11', '23.40', '21.50', '19.80', 'PE Ratio']","['2.01', '2.29', '2.02', '2.17', '2.46', '2.20', '2.82', '3.36', '4.03', '3.42', '3.08', '3.01', '2.95', 'PB Ratio']","['(1415.00)', '(1210.00)', '(2236.00)', '2787.00', '1231.00', '2327.00', '(7991.00)', '(5615.00)', '(5763.00)', '(9457.00)', '(8024.00)', '(8869.00)', '(9248.00)', 'FCF']","['28426.00', '28701.00', '29687.00', '30840.00', '35025.00', '37712.00', '42583.00', '48091.00', '54827.00', '64966.00', '–', '–', '–', 'Total Debt']","['18040.00', '20168.00', '23112.00', '25331.00', '29531.00', '37413.00', '41360.00', '44929.00', '45424.00', '48326.00', '–', '–', '–', ""Sh' Equity""]","['2.85', '3.43', '3.50', '3.37', '5.72', '6.58', '3.40', '2.38', '2.66', '2.77', '3.75', '3.79', '4.00', 'ROA']","['11.19', '12.90', '12.72', '12.00', '19.61', '19.83', '9.57', '6.77', '7.91', '8.85', '14.10', '14.40', '15.00', 'ROE']","['Nextera Energy', 'Nextera Energy', 'Nextera Energy', 'Nextera Energy', 'Nextera Energy', 'Nextera Energy', 'Nextera Energy', 'Nextera Energy', 'Nextera Energy', 'Nextera Energy', 'Nextera Energy', 'Nextera Energy', 'Nextera Energy', 'Nextera Energy']"
36,"['189.82', '76.95', '400.35', '289.75', '155.87', '96.28', '75.78', '86.38', '52.39', '29.64', '28.50', '22.80', '18.20', 'PE Ratio']","['16.07', '11.05', '21.91', '20.40', '24.24', '22.24', '18.68', '21.55', '16.84', '6.32', '5.87', '4.89', '4.20', 'PB Ratio']","['(22.24)', '(128.03)', '(918.64)', '(1658.81)', '(1959.25)', '(2854.43)', '(3140.36)', '1929.15', '(920.32)', '1618.53', '3475.00', '5061.00', '6649.00', 'FCF']","['500.00', '885.85', '2371.36', '3364.31', '6499.43', '10360.06', '14950.26', '16565.09', '15708.07', '14709.08', '–', '–', '–', 'Total Debt']","['1333.56', '1857.71', '2223.43', '2679.80', '3581.96', '5238.77', '7582.16', '11065.24', '15849.25', '20777.40', '–', '–', '–', ""Sh' Equity""]","['2.40', '4.28', '1.42', '1.57', '3.43', '5.38', '6.23', '7.54', '12.20', '9.64', '10.20', '11.20', '13.20', 'ROA']","['10.82', '16.72', '6.01', '7.61', '17.85', '27.46', '29.12', '29.62', '38.02', '24.53', '22.60', '23.30', '24.10', 'ROE']","['Netflix', 'Netflix', 'Netflix', 'Netflix', 'Netflix', 'Netflix', 'Netflix', 'Netflix', 'Netflix', 'Netflix', 'Netflix', 'Netflix', 'Netflix', 'Netflix']"
37,"['16.91', '15.87', '16.58', '17.89', '31.07', '0.00', '21.07', '25.64', '16.14', '9.82', '–', '–', '–', 'PE Ratio']","['3.20', '3.21', '2.77', '3.20', '2.49', '131.62', '18.80', '21.98', '14.66', '7.04', '–', '–', '–', 'PB Ratio']","['7734.00', '7739.00', '4778.00', '7093.00', '4311.00', '12312.00', '6597.00', '4407.00', '8648.00', '6834.00', '–', '–', '–', 'FCF']","['–', '–', '10969.00', '11757.00', '21893.00', '16370.00', '15933.00', '15726.00', '15745.00', '15482.00', '–', '–', '–', 'Total Debt']","['36087.00', '39166.00', '31414.00', '31768.00', '30746.00', '807.00', '4909.00', '6077.00', '9950.00', '18013.00', '–', '–', '–', ""Sh' Equity""]","['15.48', '16.93', '10.61', '11.06', '4.15', '(10.11)', '13.36', '15.17', '23.54', '28.67', '–', '–', '–', 'ROA']","['19.68', '21.17', '14.94', '18.06', '7.82', '(31.46)', '153.46', '94.63', '112.85', '92.52', '–', '–', '–', 'ROE']","['QUALCOMM', 'QUALCOMM', 'QUALCOMM', 'QUALCOMM', 'QUALCOMM', 'QUALCOMM', 'QUALCOMM', 'QUALCOMM', 'QUALCOMM', 'QUALCOMM', 'QUALCOMM', 'QUALCOMM', 'QUALCOMM', 'QUALCOMM']"
38,"['10.31', '28.23', '14.64', '20.49', '8.08', '9.94', '20.57', '0.00', '8.91', '–', '8.39', '8.02', '7.70', 'PE Ratio']","['2.06', '1.94', '1.57', '2.14', '1.67', '1.00', '1.42', '1.27', '1.07', '–', '1.28', '1.23', '1.13', 'PB Ratio']","['13852.00', '10139.00', '16662.00', '16926.00', '17363.00', '22351.00', '29033.00', '27455.00', '25430.00', '–', '12336.30', '13400.74', '13631.11', 'FCF']","['74788.00', '81834.00', '126151.00', '123513.00', '164346.00', '176505.00', '188402.00', '182984.00', '203566.00', '–', '–', '–', '–', 'Total Debt']","['91482.00', '90270.00', '123640.00', '124110.00', '142007.00', '193884.00', '201934.00', '179240.00', '183855.00', '106457.00', '–', '–', '–', ""Sh' Equity""]","['6.70', '2.24', '3.82', '3.22', '6.95', '3.97', '2.57', '(1.00)', '3.69', '–', '4.57', '4.62', '4.68', 'ROA']","['20.00', '7.09', '12.48', '10.48', '22.23', '11.92', '7.55', '(3.10)', '12.12', '–', '16.70', '16.00', '15.70', 'ROE']","['AT&T', 'AT&T', 'AT&T', 'AT&T', 'AT&T', 'AT&T', 'AT&T', 'AT&T', 'AT&T', 'AT&T', 'AT&T', 'AT&T', 'AT&T', 'AT&T']"
39,"['18.48', '16.64', '13.77', '13.34', '34.00', '12.02', '15.54', '32.07', '16.34', '14.94', '15.90', '14.00', '12.50', 'PE Ratio']","['5.04', '4.70', '3.36', '3.43', '4.78', '3.66', '4.47', '4.23', '5.82', '4.47', '4.78', '4.20', '4.03', 'PB Ratio']","['7541.00', '9795.00', '9365.00', '6916.00', '12478.00', '7620.00', '11987.00', '4113.00', '13095.00', '19224.00', '0.00', '–', '–', 'FCF']","['55330.00', '57955.00', '48061.00', '68295.00', '59082.00', '72838.00', '79892.00', '56659.00', '55101.00', '42573.00', '–', '–', '–', 'Total Debt']","['19496.00', '20673.00', '20673.00', '20501.00', '18261.00', '22290.00', '23071.00', '22984.00', '22177.00', '24711.00', '–', '–', '–', ""Sh' Equity""]","['3.47', '3.74', '3.16', '3.28', '1.56', '3.67', '3.43', '1.56', '4.17', '3.55', '3.42', '3.52', '3.70', 'ROA']","['27.68', '29.07', '24.49', '25.51', '13.65', '33.47', '29.24', '13.18', '35.06', '31.56', '31.30', '31.20', '34.10', 'ROE']","['American Express', 'American Express', 'American Express', 'American Express', 'American Express', 'American Express', 'American Express', 'American Express', 'American Express', 'American Express', 'American Express', 'American Express', 'American Express', 'American Express']"
40,"['17.46', '17.61', '16.16', '17.96', '68.52', '14.50', '20.77', '31.33', '26.06', '29.20', '21.50', '19.40', '17.70', 'PE Ratio']","['3.90', '4.20', '4.18', '4.35', '6.74', '5.35', '6.82', '8.42', '7.50', '8.61', '7.50', '6.57', '6.66', 'PB Ratio']","['3403.00', '4004.00', '4461.00', '4424.00', '5021.00', '5621.00', '6101.00', '5359.00', '5170.00', '4537.00', '4162.00', '6166.00', '6664.00', 'FCF']","['7530.00', '6985.00', '6131.00', '12409.00', '13924.00', '12628.00', '12486.00', '18787.00', '16057.00', '16853.00', '–', '–', '–', 'Total Debt']","['17579.00', '17784.00', '18418.00', '19547.00', '16665.00', '18358.00', '18706.00', '17790.00', '19242.00', '17319.00', '–', '–', '–', ""Sh' Equity""]","['8.99', '9.33', '10.06', '9.30', '2.72', '11.54', '10.55', '7.75', '8.59', '7.84', '9.85', '10.80', '11.60', 'ROA']","['25.61', '23.97', '26.34', '25.35', '8.53', '38.63', '33.15', '26.19', '29.93', '27.17', '35.20', '41.00', '39.10', 'ROE']","['Honeywell', 'Honeywell', 'Honeywell', 'Honeywell', 'Honeywell', 'Honeywell', 'Honeywell', 'Honeywell', 'Honeywell', 'Honeywell', 'Honeywell', 'Honeywell', 'Honeywell', 'Honeywell']"
